name,handle,org,region,focus,tags,why_watch,blog_url,profile_url,search_url,status,post_count
Mu Xu,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Behavior Foundations for Quadruped Robots: ABot-C0 Technical Report,https://arxiv.org/search/?query=au%3A%22Mu%20Xu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mu%20Xu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mu%20Xu%22&searchtype=author,no x handle configured,0
Yang Cai,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Behavior Foundations for Quadruped Robots: ABot-C0 Technical Report,https://arxiv.org/search/?query=au%3A%22Yang%20Cai%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yang%20Cai%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yang%20Cai%22&searchtype=author,no x handle configured,0
Wenbin Tang,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Behavior Foundations for Quadruped Robots: ABot-C0 Technical Report,https://arxiv.org/search/?query=au%3A%22Wenbin%20Tang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wenbin%20Tang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wenbin%20Tang%22&searchtype=author,no x handle configured,0
Oliver Makins,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multi-Agent AI Control: Distributed Attacks Hamper Per-Instance Monitors,https://arxiv.org/search/?query=au%3A%22Oliver%20Makins%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Oliver%20Makins%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Oliver%20Makins%22&searchtype=author,no x handle configured,0
Orazio Angelini,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multi-Agent AI Control: Distributed Attacks Hamper Per-Instance Monitors,https://arxiv.org/search/?query=au%3A%22Orazio%20Angelini%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Orazio%20Angelini%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Orazio%20Angelini%22&searchtype=author,no x handle configured,0
Zohreh Shams,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multi-Agent AI Control: Distributed Attacks Hamper Per-Instance Monitors,https://arxiv.org/search/?query=au%3A%22Zohreh%20Shams%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zohreh%20Shams%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zohreh%20Shams%22&searchtype=author,no x handle configured,0
Mary Phuong,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multi-Agent AI Control: Distributed Attacks Hamper Per-Instance Monitors,https://arxiv.org/search/?query=au%3A%22Mary%20Phuong%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mary%20Phuong%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mary%20Phuong%22&searchtype=author,no x handle configured,0
Daeun Song,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Daeun%20Song%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Daeun%20Song%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Daeun%20Song%22&searchtype=author,no x handle configured,0
Nhat Le,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Nhat%20Le%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Nhat%20Le%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Nhat%20Le%22&searchtype=author,no x handle configured,0
Jeffrey Chen,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Jeffrey%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jeffrey%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jeffrey%20Chen%22&searchtype=author,no x handle configured,0
Mohammad Nazeri,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Mohammad%20Nazeri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mohammad%20Nazeri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mohammad%20Nazeri%22&searchtype=author,no x handle configured,0
Amirreza Payandeh,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Amirreza%20Payandeh%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Amirreza%20Payandeh%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Amirreza%20Payandeh%22&searchtype=author,no x handle configured,0
Rohan Chandra,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Rohan%20Chandra%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rohan%20Chandra%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rohan%20Chandra%22&searchtype=author,no x handle configured,0
Reuth Mirsky,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Reuth%20Mirsky%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Reuth%20Mirsky%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Reuth%20Mirsky%22&searchtype=author,no x handle configured,0
Ross Mead,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Ross%20Mead%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ross%20Mead%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ross%20Mead%22&searchtype=author,no x handle configured,0
Ling Xiao,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Ling%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ling%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ling%20Xiao%22&searchtype=author,no x handle configured,0
Xuesu Xiao,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HumAIN: Human-Aware Implicit Social Robot Navigation,https://arxiv.org/search/?query=au%3A%22Xuesu%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xuesu%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xuesu%20Xiao%22&searchtype=author,no x handle configured,0
Aswin Chandrasekaran,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Latency-Aware Bid Acceptance under Operational Feasibility: A Public Benchmark with Hindsight Ceilings,https://arxiv.org/search/?query=au%3A%22Aswin%20Chandrasekaran%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Aswin%20Chandrasekaran%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Aswin%20Chandrasekaran%22&searchtype=author,no x handle configured,0
Baoyang Zhang,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Baoyang%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Baoyang%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Baoyang%20Zhang%22&searchtype=author,no x handle configured,0
Dong An,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Dong%20An%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dong%20An%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dong%20An%22&searchtype=author,no x handle configured,0
Zhaoyuan Meng,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Zhaoyuan%20Meng%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhaoyuan%20Meng%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhaoyuan%20Meng%22&searchtype=author,no x handle configured,0
Yefei Yu,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Yefei%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yefei%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yefei%20Yu%22&searchtype=author,no x handle configured,0
Xiaoxiao Xiao,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Xiaoxiao%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiaoxiao%20Xiao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiaoxiao%20Xiao%22&searchtype=author,no x handle configured,0
Zhen Lu,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Zhen%20Lu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhen%20Lu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhen%20Lu%22&searchtype=author,no x handle configured,0
Yue Yang,,arXiv quant-ph,Global,AI research,"paper-author, arxiv, research",从近期 quant-ph 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Quantum simulation of real-world nonlinear dynamics via Koopman method,https://arxiv.org/search/?query=au%3A%22Yue%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yue%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yue%20Yang%22&searchtype=author,no x handle configured,0
Zhiheng Zhou,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Hypergraph Neural Stochastic Diffusion: An SDE Framework for Uncertainty Estimation,https://arxiv.org/search/?query=au%3A%22Zhiheng%20Zhou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhiheng%20Zhou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhiheng%20Zhou%22&searchtype=author,no x handle configured,0
Mengyao Zhou,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Hypergraph Neural Stochastic Diffusion: An SDE Framework for Uncertainty Estimation,https://arxiv.org/search/?query=au%3A%22Mengyao%20Zhou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mengyao%20Zhou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mengyao%20Zhou%22&searchtype=author,no x handle configured,0
Dengyi Zhao,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Hypergraph Neural Stochastic Diffusion: An SDE Framework for Uncertainty Estimation,https://arxiv.org/search/?query=au%3A%22Dengyi%20Zhao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dengyi%20Zhao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dengyi%20Zhao%22&searchtype=author,no x handle configured,0
Xingqin Qi,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Hypergraph Neural Stochastic Diffusion: An SDE Framework for Uncertainty Estimation,https://arxiv.org/search/?query=au%3A%22Xingqin%20Qi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xingqin%20Qi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xingqin%20Qi%22&searchtype=author,no x handle configured,0
Guiying Yan,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Hypergraph Neural Stochastic Diffusion: An SDE Framework for Uncertainty Estimation,https://arxiv.org/search/?query=au%3A%22Guiying%20Yan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guiying%20Yan%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guiying%20Yan%22&searchtype=author,no x handle configured,0
Reem AlYabis,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HAJJv2-CrowdCount: Zero-Shot Benchmark for Dense Crowd Counting,https://arxiv.org/search/?query=au%3A%22Reem%20AlYabis%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Reem%20AlYabis%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Reem%20AlYabis%22&searchtype=author,no x handle configured,0
Fares AlTuwaim,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HAJJv2-CrowdCount: Zero-Shot Benchmark for Dense Crowd Counting,https://arxiv.org/search/?query=au%3A%22Fares%20AlTuwaim%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fares%20AlTuwaim%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fares%20AlTuwaim%22&searchtype=author,no x handle configured,0
AlJawharh AlOtaibi,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HAJJv2-CrowdCount: Zero-Shot Benchmark for Dense Crowd Counting,https://arxiv.org/search/?query=au%3A%22AlJawharh%20AlOtaibi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22AlJawharh%20AlOtaibi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22AlJawharh%20AlOtaibi%22&searchtype=author,no x handle configured,0
Mohamed Eltahir,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：HAJJv2-CrowdCount: Zero-Shot Benchmark for Dense Crowd Counting,https://arxiv.org/search/?query=au%3A%22Mohamed%20Eltahir%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mohamed%20Eltahir%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Mohamed%20Eltahir%22&searchtype=author,no x handle configured,0
Haipeng Ding,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/search/?query=au%3A%22Haipeng%20Ding%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Haipeng%20Ding%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Haipeng%20Ding%22&searchtype=author,no x handle configured,0
Yuexiang Xie,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/search/?query=au%3A%22Yuexiang%20Xie%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuexiang%20Xie%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuexiang%20Xie%22&searchtype=author,no x handle configured,0
Zhewei Wei,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/search/?query=au%3A%22Zhewei%20Wei%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhewei%20Wei%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhewei%20Wei%22&searchtype=author,no x handle configured,0
Yaliang Li,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/search/?query=au%3A%22Yaliang%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yaliang%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yaliang%20Li%22&searchtype=author,no x handle configured,0
Bolin Ding,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,https://arxiv.org/search/?query=au%3A%22Bolin%20Ding%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bolin%20Ding%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bolin%20Ding%22&searchtype=author,no x handle configured,0
Chongkai Li,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：FedCVESA: Taking Away Training Data in Federated Learning via Correlation Value Encoding and Segmented Aggregation,https://arxiv.org/search/?query=au%3A%22Chongkai%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Chongkai%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Chongkai%20Li%22&searchtype=author,no x handle configured,0
Bang Zhang,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：FedCVESA: Taking Away Training Data in Federated Learning via Correlation Value Encoding and Segmented Aggregation,https://arxiv.org/search/?query=au%3A%22Bang%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bang%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bang%20Zhang%22&searchtype=author,no x handle configured,0
Wenjian Luo,,arXiv cs.LG,Global,"machine learning, foundation models","paper-author, arxiv, ml, foundation-models",从近期 cs.LG 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：FedCVESA: Taking Away Training Data in Federated Learning via Correlation Value Encoding and Segmented Aggregation,https://arxiv.org/search/?query=au%3A%22Wenjian%20Luo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wenjian%20Luo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Wenjian%20Luo%22&searchtype=author,no x handle configured,0
Kevin Kam Fung Yuen,,arXiv math.OC,Global,AI research,"paper-author, arxiv, research",从近期 math.OC 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：POO-LPSP: Parallel Osprey Optimized Least Penalty-Squared Prioritization Methods for Priority Derivation in the Analytic,https://arxiv.org/search/?query=au%3A%22Kevin%20Kam%20Fung%20Yuen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Kevin%20Kam%20Fung%20Yuen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Kevin%20Kam%20Fung%20Yuen%22&searchtype=author,no x handle configured,0
Antonio Cano,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multimodal Voice Activity Projection for Turn-Taking in Social Robots with Voice-Activity-Related Pretrained Encoders,https://arxiv.org/search/?query=au%3A%22Antonio%20Cano%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Antonio%20Cano%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Antonio%20Cano%22&searchtype=author,no x handle configured,0
Guillermo Pérez,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multimodal Voice Activity Projection for Turn-Taking in Social Robots with Voice-Activity-Related Pretrained Encoders,https://arxiv.org/search/?query=au%3A%22Guillermo%20P%C3%A9rez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guillermo%20P%C3%A9rez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Guillermo%20P%C3%A9rez%22&searchtype=author,no x handle configured,0
Luis Merino,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multimodal Voice Activity Projection for Turn-Taking in Social Robots with Voice-Activity-Related Pretrained Encoders,https://arxiv.org/search/?query=au%3A%22Luis%20Merino%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Luis%20Merino%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Luis%20Merino%22&searchtype=author,no x handle configured,0
Randy Gomez,,arXiv cs.RO,Global,"robotics, embodied AI","paper-author, arxiv, robotics, embodied-ai",从近期 cs.RO 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Multimodal Voice Activity Projection for Turn-Taking in Social Robots with Voice-Activity-Related Pretrained Encoders,https://arxiv.org/search/?query=au%3A%22Randy%20Gomez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Randy%20Gomez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Randy%20Gomez%22&searchtype=author,no x handle configured,0
Zeru Yang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：CarbonCLIP: Enhance Carbon Prediction from Satellite Imagery via Integrated Street-View Semantics and Temporal Context T,https://arxiv.org/search/?query=au%3A%22Zeru%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zeru%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zeru%20Yang%22&searchtype=author,no x handle configured,0
Fang-Ying Gong,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：CarbonCLIP: Enhance Carbon Prediction from Satellite Imagery via Integrated Street-View Semantics and Temporal Context T,https://arxiv.org/search/?query=au%3A%22Fang-Ying%20Gong%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fang-Ying%20Gong%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fang-Ying%20Gong%22&searchtype=author,no x handle configured,0
Steve H. L. Yim,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：CarbonCLIP: Enhance Carbon Prediction from Satellite Imagery via Integrated Street-View Semantics and Temporal Context T,https://arxiv.org/search/?query=au%3A%22Steve%20H.%20L.%20Yim%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Steve%20H.%20L.%20Yim%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Steve%20H.%20L.%20Yim%22&searchtype=author,no x handle configured,0
